Office_Nam,District,City,District_old,cityblock,Address,Area,Price_show,Pricepre,Price,Subway_Dispre,Subway_Dis,Latitude,Longitude,Construct,装修程度,Elevator_num,Building_size,平均房价,微博签到数,中心区距离,中心区ID,busstation_Countpre,busstation_Count,education_Count,food_Countpre,food_Count,firm_Count,Residential_Count,bank_Countpre,bank_Count,shopping_Count
来福士广场,1,北京市,东城,东直门,东直门南大街1号,330,1000,9.090909091,5,10.88661612,487.8880005,39.939112,116.432538,4,精装修,10,110000,53852.45161,205,13063.2002,6,16.38418079,29,0,6.753812636,279,0,38,19.48051948,15,10
来福士广场,1,北京市,东城,东直门,东直门南大街1号,428,1400,15.15151515,7,16.62082134,735.1690063,39.939112,116.432538,4,精装修,3,150000,75155.90141,381,2356.590088,8,16.94915254,30,0,14.7906076,611,0,115,9.090909091,7,45
来福士广场,1,北京市,东城,东直门,东直门南大街1号,318,1000,9.090909091,5,13.95556684,620.2329712,39.939112,116.432538,4,精装修,8,58863,65916,287,1814.099976,8,3.389830508,6,1,6.172839506,255,2,47,5.194805195,4,15
菊儿写字楼,1,北京市,东城,交道口,(交道口) 东城区菊儿胡同7号,373,800,6.060606061,4,17.16513783,758.6420288,39.939196,116.405767,4,精装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
豪柏大厦,4,北京市,海淀,紫竹桥,西三环北路50号,200,3000,39.39393939,15,6.662132569,305.7120056,39.939307,116.313513,1,毛坯,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
豪柏大厦,4,北京市,海淀,紫竹桥,西三环北路50号,210,1200,12.12121212,6,5.239601854,244.3670044,39.939307,116.313513,4,精装修,5,50000,93347.08308,348,4463.220215,6,55.36723164,98,0,19.60784314,810,0,96,19.48051948,15,44
方圆大厦,4,北京市,海淀,白石桥,南大街乙56号,550,2000,24.24242424,10,0.704194983,48.7827988,39.939415,116.329806,4,精装修,3,32000,84267.93296,126,3000.199951,2,18.6440678,33,0,10.55434519,436,2,92,20.77922078,16,16
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,950,2000,24.24242424,10,7.613044617,346.7189941,39.939503,116.356882,4,精装修,5,42000,82712.65812,573,3518.719971,7,68.92655367,122,1,58.70249334,2425,0,42,36.36363636,28,58
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,354,3400,45.45454545,17,12.34253838,550.6729736,39.939503,116.356882,4,精装修,5,57105,111619.9743,316,2725.939941,5,12.99435028,23,1,15.10530138,624,2,43,70.12987013,54,76
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,209,1400,15.15151515,7,11.10621621,497.3580017,39.939503,116.356882,2,简装修,2,30000,72779.60177,1232,3676.350098,3,46.32768362,82,0,41.2006778,1702,3,60,41.55844156,32,131
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,196,1800,21.21212121,9,9.720950126,437.6199951,39.939503,116.356882,4,精装修,18,328204,102009.0474,195,1201.920044,7,10.73446328,19,1,12.1520213,502,1,123,22.07792208,17,47
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,580,800,6.060606061,4,16.96721871,750.1069946,39.939503,116.356882,4,精装修,2,74000,92474.90805,263,7285.759766,6,18.6440678,33,3,34.83418059,1439,0,130,18.18181818,14,65
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,181,1400,15.15151515,7,34.22479083,1494.319946,39.939503,116.356882,4,精装修,0,16000,80470.14286,295,2672.189941,0,20.9039548,37,0,7.55265069,312,2,49,2.597402597,2,22
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,783,2200,27.27272727,11,5.597338974,259.7940063,39.939503,116.356882,2,简装修,6,55000,112504.9761,291,2017.76001,7,20.33898305,36,2,26.91842169,1112,0,35,10.38961039,8,64
成铭大厦,2,北京市,西城,西直门,西直门南大街2号,226,1200,12.12121212,6,2.41682504,122.6380005,39.939503,116.356882,3,中等装修,8,45000,92198.95596,929,1815.52002,2,46.32768362,82,2,62.06729605,2564,1,198,28.57142857,22,106
东方银座,1,北京市,东城,东直门,东直门外大街48号,135,1000,9.090909091,5,8.861681005,400.5650024,39.940108,116.436131,2,简装修,36,600000,59719.87079,224,4787.189941,2,36.15819209,64,1,25.56281772,1056,2,144,10.38961039,8,30
东方银座,1,北京市,东城,东直门,东直门外大街48号,161,1400,15.15151515,7,9.600112156,432.4089966,39.940108,116.436131,4,精装修,3,203785,93156.3513,187,6889.529785,5,58.75706215,104,0,12.41830065,513,1,48,12.98701299,10,37
东方银座,1,北京市,东城,东直门,东直门外大街48号,110,800,6.060606061,4,6.569144355,301.7019958,39.940108,116.436131,2,简装修,3,32400,109111.5987,65,3107.439941,5,11.86440678,21,4,7.189542484,297,4,20,7.792207792,6,9
东方银座,1,北京市,东城,东直门,东直门外大街48号,80,800,6.060606061,4,17.16513783,758.6420288,39.940108,116.436131,5,豪华装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
东方银座,1,北京市,东城,东直门,东直门外大街48号,107,800,6.060606061,4,9.595752891,432.2210083,39.940108,116.436131,4,精装修,2,13000,76411.80822,460,2661.600098,8,70.62146893,125,0,18.95424837,783,1,56,12.98701299,10,25
东方银座,1,北京市,东城,东直门,东直门外大街48号,110,1600,18.18181818,8,7.301430784,333.2810059,39.940108,116.436131,4,精装修,6,70000,90825.25328,289,4747.859863,6,55.36723164,98,0,15.4926168,640,0,73,18.18181818,14,38
东方银座,1,北京市,东城,东直门,东直门外大街48号,150,1000,9.090909091,5,9.651777228,434.6369934,39.940108,116.436131,4,精装修,6,55000,111003.7235,424,1204.839966,7,20.33898305,36,2,34.93100944,1443,0,171,18.18181818,14,174
东方银座,1,北京市,东城,东直门,东直门外大街48号,158,1800,21.21212121,9,5.372080689,250.0800018,39.940108,116.436131,4,精装修,6,26000,112422.5404,466,2693.560059,6,27.11864407,48,0,34.59210845,1429,0,70,27.27272727,21,155
东方银座,1,北京市,东城,东直门,东直门外大街48号,111,1200,12.12121212,6,6.35209543,292.3420105,39.940108,116.436131,4,精装修,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
东方银座,1,北京市,东城,东直门,东直门外大街48号,139,1800,21.21212121,9,27.61313637,1209.199951,39.940108,116.436131,5,豪华装修,8,60773,122420.8756,113,1981.689941,5,9.604519774,17,0,12.24885016,506,1,149,19.48051948,15,34
东方银座,1,北京市,东城,东直门,东直门外大街48号,85,2200,27.27272727,11,4.036392755,192.4799957,39.940108,116.436131,4,精装修,8,60000,110925.4,369,2546.610107,5,70.62146893,125,0,27.88671024,1152,2,87,45.45454545,35,53
东方银座,1,北京市,东城,东直门,东直门外大街48号,85,800,6.060606061,4,11.13399661,498.5559998,39.940108,116.436131,3,中等装修,6,200000,102724.1767,232,6215.379883,5,55.93220339,99,5,17.79230211,735,1,120,12.98701299,10,101
东方银座,1,北京市,东城,东直门,东直门外大街48号,170,1000,9.090909091,5,7.58067283,345.322998,39.940108,116.436131,2,简装修,2,560,70390.41176,799,6188.930176,8,63.84180791,113,0,20.09198741,830,0,87,32.46753247,25,36
东方银座,1,北京市,东城,东直门,东直门外大街48号,110,2800,36.36363636,14,6.662132569,305.7120056,39.940108,116.436131,1,毛坯,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
东方银座,1,北京市,东城,东直门,东直门外大街48号,86,1000,9.090909091,5,6.569144355,301.7019958,39.940108,116.436131,4,精装修,3,32400,109111.5987,65,3107.439941,5,11.86440678,21,4,7.189542484,297,4,20,7.792207792,6,9
东方银座,1,北京市,东城,东直门,东直门外大街48号,80,2000,24.24242424,10,5.963169042,275.5700073,39.940108,116.436131,1,毛坯,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
东方银座,1,北京市,东城,东直门,东直门外大街48号,158,1000,9.090909091,5,17.16513783,758.6420288,39.940108,116.436131,5,豪华装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
东方银座,1,北京市,东城,东直门,东直门外大街48号,90,1000,9.090909091,5,11.23055574,502.7200012,39.940108,116.436131,4,精装修,6,34000,99330.07059,1611,2790.129883,0,37.85310734,67,9,61.70418785,2549,0,48,38.96103896,30,108
东方银座,1,北京市,东城,东直门,东直门外大街48号,113,2200,27.27272727,11,5.085649746,237.7279968,39.940108,116.436131,3,中等装修,0,0,100096.9712,1438,2826.02002,0,32.20338983,57,2,34.78576616,1437,0,39,58.44155844,45,37
东方银座,1,北京市,东城,东直门,东直门外大街48号,169,1200,12.12121212,6,26.73496814,1171.329956,39.940108,116.436131,4,精装修,2,16500,103205.1739,334,6294.680176,0,61.5819209,109,2,9.537642217,394,0,41,10.38961039,8,16
东方银座,1,北京市,东城,东直门,东直门外大街48号,113,800,6.060606061,4,5.372266099,250.0879974,39.940108,116.436131,2,简装修,3,90924,76592.47321,405,3823.399902,2,53.10734463,94,0,40.8375696,1687,0,125,20.77922078,16,79
东方银座,1,北京市,东城,东直门,东直门外大街48号,158,2200,27.27272727,11,9.502532561,428.2009888,39.940108,116.436131,2,简装修,3,126785,92638.53333,170,1328.869995,2,47.45762712,84,0,12.73299443,526,2,22,15.58441558,12,33
东方银座,1,北京市,东城,东直门,东直门外大街48号,79,1600,18.18181818,8,13.39112414,595.8920288,39.940108,116.436131,5,豪华装修,3,55442,100432.0903,2016,2808.73999,0,16.38418079,29,2,57.83103365,2389,0,35,76.62337662,59,140
东方银座,1,北京市,东城,东直门,东直门外大街48号,80,2200,27.27272727,11,2.532422339,127.6230011,39.940108,116.436131,2,简装修,12,39000,111711.0591,1094,856.6389771,2,18.6440678,33,6,66.44880174,2745,0,87,28.57142857,22,394
东方银座,1,北京市,东城,东直门,东直门外大街48号,80,2000,24.24242424,10,0.704194983,48.7827988,39.940108,116.436131,4,精装修,3,32000,84267.93296,126,3000.199951,2,18.6440678,33,0,10.55434519,436,2,92,20.77922078,16,16
东方银座,1,北京市,东城,东直门,东直门外大街48号,280,1600,18.18181818,8,6.832409275,313.0549927,39.940108,116.436131,1,毛坯,8,135000,93452.55621,231,1982.23999,6,23.72881356,42,0,13.91914791,575,3,29,9.090909091,7,38
东方银座,1,北京市,东城,东直门,东直门外大街48号,170,2200,27.27272727,11,16.74117243,740.3590088,39.940108,116.436131,4,精装修,22,115977,75482.45455,225,2454,8,10.73446328,19,0,1.621883321,67,0,23,0,0,6
东方银座,1,北京市,东城,东直门,东直门外大街48号,79,1400,15.15151515,7,12.30413863,549.0170288,39.940108,116.436131,4,精装修,12,69871,83642.94595,398,2529.949951,7,12.99435028,23,0,38.77995643,1602,2,77,32.46753247,25,72
宇飞大厦,1,北京市,东城,东直门,外大街46号,126,1200,12.12121212,6,-1.62323E-08,18.4151993,39.940166,116.437507,4,精装修,6,218000,73126.94521,693,1005.299988,8,28.81355932,51,6,19.70467199,814,1,66,12.98701299,10,37
宇飞大厦,1,北京市,东城,东直门,外大街46号,85,1200,12.12121212,6,6.569144355,301.7019958,39.940166,116.437507,5,豪华装修,3,32400,109111.5987,65,3107.439941,5,11.86440678,21,4,7.189542484,297,4,20,7.792207792,6,9
宇飞大厦,1,北京市,东城,东直门,外大街46号,239,2600,33.33333333,13,5.963169042,275.5700073,39.940166,116.437507,2,简装修,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
宇飞大厦,1,北京市,东城,东直门,外大街46号,130,2200,27.27272727,11,30.18085941,1319.930054,39.940166,116.437507,4,精装修,3,17000,89467.47,378,1599.589966,0,40.6779661,72,108,8.71459695,360,2,28,9.090909091,7,5
宇飞大厦,1,北京市,东城,东直门,外大街46号,130,2400,30.3030303,12,5.963169042,275.5700073,39.940166,116.437507,1,毛坯,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,130,1000,9.090909091,5,3.622074713,174.6130066,39.940532,116.436897,2,简装修,0,245300,57683.13125,17,12956.7002,6,1.129943503,2,0,0.363108206,15,1,3,2.597402597,2,1
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,334,1000,9.090909091,5,15.59354785,690.8690186,39.940532,116.436897,2,简装修,5,180000,65203.34959,772,4051.590088,3,43.50282486,77,0,20.84241104,861,2,54,18.18181818,14,38
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,894,4800,66.66666667,24,7.76319369,353.1940002,39.940532,116.436897,4,精装修,11,120000,111409.0793,364,2617.060059,5,51.97740113,92,1,24.06197047,994,3,55,61.03896104,47,38
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,334,1600,18.18181818,8,7.737592917,352.0899963,39.940532,116.436897,5,豪华装修,4,80000,121736.0188,348,2433.070068,6,37.28813559,66,0,15.25054466,630,2,180,22.07792208,17,50
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,478,3800,51.51515152,19,15.16925835,672.5720215,39.940532,116.436897,4,精装修,26,62685,113338.1106,174,2315.959961,5,23.16384181,41,0,13.33817478,551,1,67,29.87012987,23,26
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,311,1400,15.15151515,7,10.92415887,489.5069885,39.940532,116.436897,2,简装修,6,100000,77258.50467,612,2529.979981,4,45.19774011,80,1,18.59114016,768,1,65,18.18181818,14,29
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,165,1600,18.18181818,8,9.720950126,437.6199951,39.940532,116.436897,3,中等装修,18,328204,102009.0474,195,1201.920044,7,10.73446328,19,1,12.1520213,502,1,123,22.07792208,17,47
天恒大厦,1,北京市,东城,东直门,东城区东直门外大街46号,508,1600,18.18181818,8,6.062696153,279.8619995,39.940532,116.436897,3,中等装修,6,15243,94967.40669,1217,1260.119995,2,44.63276836,79,2,78.40716534,3239,1,122,23.37662338,18,139
西荣阁,4,北京市,海淀,五路居,彰化路138号院,200,800,6.060606061,4,11.23055574,502.7200012,39.940579,116.28008,2,简装修,6,34000,99330.07059,1611,2790.129883,0,37.85310734,67,9,61.70418785,2549,0,48,38.96103896,30,108
西环广场,2,北京市,西城,西直门,西直门外大街1号,1500,1600,18.18181818,8,12.34253838,550.6729736,39.941831,116.353081,2,简装修,3,64927,111619.9743,316,2725.939941,5,12.99435028,23,1,15.10530138,624,2,43,70.12987013,54,76
西环广场,2,北京市,西城,西直门,西直门外大街1号,470,1800,21.21212121,9,6.062696153,279.8619995,39.941831,116.353081,2,简装修,6,15243,94967.40669,1217,1260.119995,2,44.63276836,79,2,78.40716534,3239,1,122,23.37662338,18,139
西环广场,2,北京市,西城,西直门,西直门外大街1号,140,1800,21.21212121,9,10.27781153,461.6340027,39.941831,116.353081,4,精装修,6,500000,73368.17742,974,3452.669922,3,27.11864407,48,2,50.61728395,2091,0,88,41.55844156,32,136
西环广场,2,北京市,西城,西直门,西直门外大街1号,480,1400,15.15151515,7,22.72034569,998.2039795,39.941831,116.353081,4,精装修,6,71309,100531.0602,667,1052.050049,0,30.50847458,54,22,13.58024691,561,13,34,9.090909091,7,26
西环广场,2,北京市,西城,西直门,西直门外大街1号,335,1400,15.15151515,7,7.737592917,352.0899963,39.941831,116.353081,5,豪华装修,4,80000,121736.0188,348,2433.070068,6,37.28813559,66,0,15.25054466,630,2,180,22.07792208,17,50
西环广场,2,北京市,西城,西直门,西直门外大街1号,446,1400,15.15151515,7,22.46832782,987.3359985,39.941831,116.353081,4,精装修,4,26800,78594.57143,71,4177.339844,8,1.129943503,2,0,0.919874122,38,0,7,0,0,2
西环广场,2,北京市,西城,西直门,西直门外大街1号,205,2600,33.33333333,13,3.18976161,155.9700012,39.941831,116.353081,2,简装修,6,63000,116951.6754,372,4006.429932,5,49.15254237,87,1,28.75816993,1188,2,85,32.46753247,25,114
西环广场,2,北京市,西城,西直门,西直门外大街1号,1178,2000,24.24242424,10,6.139567826,283.177002,39.941831,116.353081,2,简装修,20,150000,101167.3373,1649,2313.729981,0,60.4519774,107,1,68.55482934,2832,9,144,57.14285714,44,272
西环广场,2,北京市,西城,西直门,西直门外大街1号,145,2400,30.3030303,12,6.35209543,292.3420105,39.941831,116.353081,4,精装修,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
西环广场,2,北京市,西城,西直门,西直门外大街1号,1500,2800,36.36363636,14,6.662132569,305.7120056,39.941831,116.353081,1,毛坯,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
西环广场,2,北京市,西城,西直门,西直门外大街1号,310,1600,18.18181818,8,8.909056165,402.6080017,39.941831,116.353081,3,中等装修,14,74800,91343.0977,646,2191.610107,0,17.51412429,31,57,21.20551924,876,3,89,25.97402597,20,25
西环广场,2,北京市,西城,西直门,西直门外大街1号,411,1600,18.18181818,8,1.212203957,70.6901016,39.941831,116.353081,4,精装修,8,48000,98999.43496,283,115.1989975,4,62.71186441,111,2,37.64221738,1555,0,210,27.27272727,21,86
西环广场,2,北京市,西城,西直门,西直门外大街1号,172,1400,15.15151515,7,8.892754214,401.9049988,39.941831,116.353081,2,简装修,0,8300,101037.3397,268,1120.930054,4,25.98870056,46,10,19.68046478,813,0,184,23.37662338,18,34
西环广场,2,北京市,西城,西直门,西直门外大街1号,143,1400,15.15151515,7,9.253343257,417.4549866,39.941831,116.353081,5,豪华装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
中海外大厦,4,北京市,海淀,紫竹桥,北京市海淀区紫竹院路1号7号楼,1150,1400,15.15151515,7,5.033984674,235.5,39.942144,116.313419,4,精装修,20,280000,98925.1387,304,766.2639771,2,54.23728814,96,1,22.68215928,937,1,30,58.44155844,45,101
东直门航空服务大厦,1,北京市,东城,东直门,东直门立交桥东北角,199,1000,9.090909091,5,7.935233209,360.6130066,39.942196,116.435242,4,精装修,3,31281,99848.25789,931,2280.570068,0,54.23728814,96,1,26.77317841,1106,2,205,22.07792208,17,37
东直门航空服务大厦,1,北京市,东城,东直门,东直门立交桥东北角,301,2200,27.27272727,11,7.737592917,352.0899963,39.942196,116.435242,4,精装修,4,80000,121736.0188,348,2433.070068,6,37.28813559,66,0,15.25054466,630,2,180,22.07792208,17,50
东直门航空服务大厦,1,北京市,东城,东直门,东直门立交桥东北角,627,1000,9.090909091,5,13.95556684,620.2329712,39.942196,116.435242,4,精装修,8,58863,65916,287,1814.099976,8,3.389830508,6,1,6.172839506,255,2,47,5.194805195,4,15
东直门航空服务大厦,1,北京市,东城,东直门,东直门立交桥东北角,1740,3000,39.39393939,15,3.605911819,173.9160004,39.942196,116.435242,4,精装修,25,104000,71942.50495,1786,3658.76001,3,63.27683616,112,2,85.54829339,3534,0,122,50.64935065,39,253
广源大厦,4,北京市,海淀,紫竹桥,北京市海淀区广源闸路5号,200,1400,15.15151515,7,5.372080689,250.0800018,39.943333,116.311524,3,中等装修,6,26000,112422.5404,466,2693.560059,6,27.11864407,48,0,34.59210845,1429,0,70,27.27272727,21,155
安定门四合院,1,北京市,东城,安定门/雍和宫,安定门内大街208号,600,3000,39.39393939,15,3.208173843,156.7640076,39.943719,116.409211,5,豪华装修,24,123692,111537.7085,435,2810.479981,6,26.55367232,47,0,32.02614379,1323,1,49,25.97402597,20,160
中坤大厦,4,北京市,海淀,西直门外,北京市海淀区高梁桥斜街59号,190,2200,27.27272727,11,2.878982122,142.5679932,39.943727,116.350037,5,豪华装修,6,160000,98946.35955,372,266.82901,4,51.97740113,92,2,44.5412733,1840,0,198,36.36363636,28,105
中坤大厦,4,北京市,海淀,西直门外,北京市海淀区高梁桥斜街59号,150,1400,15.15151515,7,4.036392755,192.4799957,39.943727,116.350037,4,精装修,8,60000,110925.4,369,2546.610107,5,70.62146893,125,0,27.88671024,1152,2,87,45.45454545,35,53
中坤大厦,4,北京市,海淀,西直门外,北京市海淀区高梁桥斜街59号,111,1200,12.12121212,6,-1.62323E-08,18.4151993,39.943727,116.350037,2,简装修,6,218000,73126.94521,693,1005.299988,8,28.81355932,51,6,19.70467199,814,1,66,12.98701299,10,37
正东国际大厦,1,北京市,东城,东直门,东直门外小街甲2号,800,1800,21.21212121,9,6.702690008,307.4609985,39.944076,116.446352,3,中等装修,6,28000,106202.5701,142,468.7780151,5,38.4180791,68,2,21.68966352,896,5,55,7.792207792,6,40
正东国际大厦,1,北京市,东城,东直门,东直门外小街甲2号,74,800,6.060606061,4,-1.62323E-08,18.4151993,39.944076,116.446352,4,精装修,6,218000,73126.94521,693,1005.299988,8,28.81355932,51,6,19.70467199,814,1,66,12.98701299,10,37
宏恩观,1,北京市,东城,鼓楼,张旺胡同4号,536,2000,24.24242424,10,6.662132569,305.7120056,39.944179,116.396046,2,简装修,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
宏恩观,1,北京市,东城,鼓楼,张旺胡同4号,188,1000,9.090909091,5,10.19233668,457.947998,39.944179,116.396046,4,精装修,3,30000,75922.88793,497,2643.639893,8,78.53107345,139,0,19.72887921,815,0,81,14.28571429,11,27
宏天商务中心,1,北京市,东城,东直门,东直门外斜街甲42号,48,800,6.060606061,4,6.028492201,278.3869934,39.944818,116.440852,4,精装修,2,13800,112639.8225,308,2023.430054,7,20.33898305,36,2,26.55531348,1097,0,33,11.68831169,9,59
智地钻河公馆,4,北京市,海淀,西直门外,交大东路66号院,92,1600,18.18181818,8,11.60529046,518.8800049,39.945217,116.350671,4,精装修,6,200000,100959.2566,373,1659.800049,5,35.59322034,63,5,33.64802711,1390,0,160,22.07792208,17,58
江山控股大厦,4,北京市,海淀,紫竹桥,农科院西路,1450,1800,21.21212121,9,6.662132569,305.7120056,39.945556,116.282308,1,毛坯,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
新街高和,2,北京市,西城,积水潭,新街口北大街3号,480,800,6.060606061,4,12.20201295,544.6129761,39.946299,116.371673,4,精装修,1,0,103797.7729,375,3290.330078,0,34.46327684,61,2,11.83732752,489,1,51,5.194805195,4,21
新街高和,2,北京市,西城,积水潭,新街口北大街3号,498,1400,15.15151515,7,7.842917284,356.6319885,39.946299,116.371673,3,中等装修,6,110063,104073.1633,133,1460.77002,4,27.11864407,48,1,12.24885016,506,1,100,12.98701299,10,24
新街高和,2,北京市,西城,积水潭,新街口北大街3号,274,1200,12.12121212,6,1.41262894,79.3331985,39.946299,116.371673,3,中等装修,8,240000,65181.86957,307,9623.570313,6,16.94915254,30,0,5.252965384,217,2,23,3.896103896,3,12
生命人寿大厦,4,北京市,海淀,明光桥,西直门北大街56号,1530,600,3.03030303,3,13.1780396,586.7030029,39.946444,116.357401,4,精装修,8,560,57513.43333,253,5557.479981,1,1.129943503,2,0,3.316388284,137,5,5,0,0,8
坦博艺术中心,4,北京市,海淀,四季青,杏石口路南平庄,670,2000,24.24242424,10,5.963169042,275.5700073,39.94666,116.25178,4,精装修,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
北方地产大厦,4,北京市,海淀,紫竹桥,北京市海淀区紫竹院路81号,151,3600,48.48484848,18,14.9015174,661.026001,39.947154,116.298281,4,精装修,9,67635,112713.4068,354,2911.209961,5,18.07909605,32,1,19.80150085,818,0,33,75.32467532,58,84
北方地产大厦,4,北京市,海淀,紫竹桥,北京市海淀区紫竹院路81号,340,800,6.060606061,4,16.96721871,750.1069946,39.947154,116.298281,4,精装修,2,74000,92474.90805,263,7285.759766,6,18.6440678,33,3,34.83418059,1439,0,130,18.18181818,14,65
北方地产大厦,4,北京市,海淀,紫竹桥,北京市海淀区紫竹院路81号,819,1600,18.18181818,8,13.95556684,620.2329712,39.947154,116.298281,4,精装修,8,58863,65916,287,1814.099976,8,3.389830508,6,1,6.172839506,255,2,47,5.194805195,4,15
北方地产大厦,4,北京市,海淀,紫竹桥,北京市海淀区紫竹院路81号,850,400,0,2,13.1780396,586.7030029,39.947154,116.298281,4,精装修,2,560,57513.43333,253,5557.479981,1,1.129943503,2,0,3.316388284,137,5,5,0,0,8
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,110,800,6.060606061,4,18.239531,804.973999,39.947249,116.292774,4,精装修,5,128940,77492.47458,44,3525.77002,8,9.604519774,17,0,1.54926168,64,0,11,1.298701299,1,0
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,165,1600,18.18181818,8,10.27781153,461.6340027,39.947249,116.292774,4,精装修,6,500000,73368.17742,974,3452.669922,3,27.11864407,48,2,50.61728395,2091,0,88,41.55844156,32,136
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,172,1400,15.15151515,7,18.8289036,830.3900146,39.947249,116.292774,4,精装修,3,44000,119108.0275,531,3238.879883,5,57.06214689,101,0,14.88743646,615,2,60,18.18181818,14,39
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,138,1400,15.15151515,7,7.842917284,356.6319885,39.947249,116.292774,4,精装修,6,110063,104073.1633,133,1460.77002,4,27.11864407,48,1,12.24885016,506,1,100,12.98701299,10,24
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,197,1200,12.12121212,6,9.253343257,417.4549866,39.947249,116.292774,5,豪华装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
嘉豪国际中心,4,北京市,海淀,紫竹桥,紫竹院路116号,200,1000,9.090909091,5,9.253343257,417.4549866,39.947249,116.292774,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
嘉诚印象,1,北京市,东城,安定门/雍和宫,藏经馆17号,115,1800,21.21212121,9,10.27781153,461.6340027,39.947539,116.418873,2,简装修,6,500000,73368.17742,974,3452.669922,3,27.11864407,48,2,50.61728395,2091,0,88,41.55844156,32,136
启皓大厦,3,北京市,朝阳,燕莎,北京市新源南路8号，距亮马桥地铁站800米。,418,1600,18.18181818,8,26.31455102,1153.199951,39.947766,116.456071,4,精装修,8,120000,92251.60142,519,1316.25,3,27.68361582,49,1,37.56959574,1552,1,138,9.090909091,7,70
东外56号,1,北京市,东城,东直门,东直门外斜街56号,80,2200,27.27272727,11,5.085649746,237.7279968,39.947938,116.445047,4,精装修,10,129000,100096.9712,1438,2826.02002,0,32.20338983,57,2,34.78576616,1437,0,39,58.44155844,45,37
东外56号,1,北京市,东城,东直门,东直门外斜街56号,183,600,3.03030303,3,6.35209543,292.3420105,39.947938,116.445047,4,精装修,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
雍和宫写字楼,1,北京市,东城,安定门/雍和宫,藏经馆胡同13号,155,1400,15.15151515,7,17.16513783,758.6420288,39.948082,116.418966,4,精装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
雍和宫写字楼,1,北京市,东城,安定门/雍和宫,藏经馆胡同13号,25,1800,21.21212121,9,4.171097931,198.2890015,39.948082,116.418966,4,精装修,6,1500,103641.5025,175,1614.939941,4,26.55367232,47,0,14.42749939,596,2,65,9.090909091,7,22
雍和宫写字楼,1,北京市,东城,安定门/雍和宫,藏经馆胡同13号,23,1600,18.18181818,8,4.171097931,198.2890015,39.948082,116.418966,4,精装修,3,1500,103641.5025,175,1614.939941,4,26.55367232,47,0,14.42749939,596,2,65,9.090909091,7,22
