Office_Nam,District,City,District_old,cityblock,Address,Area,Price_show,Pricepre,Price,Subway_Dispre,Subway_Dis,Latitude,Longitude,Construct,装修程度,Elevator_num,Building_size,平均房价,微博签到数,中心区距离,中心区ID,busstation_Countpre,busstation_Count,education_Count,food_Countpre,food_Count,firm_Count,Residential_Count,bank_Countpre,bank_Count,shopping_Count
梦想加天桥艺术加,2,北京市,西城,其他,福长街47号,1800,1400,15.15151515,7,4.178819702,198.621994,36.677801,116.987,3,中等装修,8,61941,109824.8296,116,3577.23999,5,27.68361582,49,2,8.351488744,345,0,91,6.493506494,5,17
邮政南楼,4,北京市,海淀,中关村,中关村大街9号邮局南楼,900,1200,12.12121212,6,32.05731344,1400.849976,39.988255,116.322535,4,精装修,4,60000,88236.93233,564,2504.360107,0,20.9039548,37,18,8.109416606,335,5,66,5.194805195,4,7
亮点七条文创园,1,北京市,东城,东四,北京市东城区东四北大街东四七条114-1号,800,2600,33.33333333,13,5.291568394,246.6080017,39.937526,116.424085,2,简装修,36,264000,98606.94771,215,1320.410034,5,38.4180791,68,2,29.24231421,1208,1,74,25.97402597,20,55
亮点七条文创园,1,北京市,东城,东四,北京市东城区东四北大街东四七条114-1号,461,2200,27.27272727,11,5.291568394,246.6080017,39.937526,116.424085,4,精装修,36,264000,98606.94771,215,1320.410034,5,38.4180791,68,2,29.24231421,1208,1,74,25.97402597,20,55
亮点七条文创园,1,北京市,东城,东四,北京市东城区东四北大街东四七条114-1号,627,2200,27.27272727,11,10.8903498,488.0490112,39.937526,116.424085,4,精装修,5,50000,98850.13092,272,792.2009888,7,27.68361582,49,1,22.22222222,918,1,68,51.94805195,40,70
亮点七条文创园,1,北京市,东城,东四,北京市东城区东四北大街东四七条114-1号,219,2000,24.24242424,10,6.35209543,292.3420105,39.937526,116.424085,1,毛坯,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
汉威国际广场,5,北京市,丰台,科技园区/总部基地,南四环西路186号,911,1000,9.090909091,5,11.36182906,508.381012,39.821346,116.295497,2,简装修,3,32400,90261.95624,205,2539.060059,2,42.37288136,75,1,11.25635439,465,0,42,7.792207792,6,38
汉威国际广场,5,北京市,丰台,科技园区/总部基地,南四环西路186号,342,2600,33.33333333,13,5.963169042,275.5700073,39.821346,116.295497,4,精装修,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
海格通信产业园,5,北京市,丰台,科技园区/总部基地,北京市丰台区五圈路,550,2200,27.27272727,11,5.372080689,250.0800018,39.822587,116.306995,3,中等装修,6,26000,112422.5404,466,2693.560059,6,27.11864407,48,0,34.59210845,1429,0,70,27.27272727,21,155
海格通信产业园,5,北京市,丰台,科技园区/总部基地,北京市丰台区五圈路,550,1200,12.12121212,6,21.88470718,962.1680298,39.822587,116.306995,2,简装修,0,8969,85901.49766,210,3091.590088,2,36.72316384,65,0,15.05688695,622,2,102,14.28571429,11,36
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,271,2000,24.24242424,10,5.963169042,275.5700073,39.822922,116.283084,1,毛坯,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,660,1400,15.15151515,7,12.51483407,558.1030273,39.822922,116.283084,4,精装修,9,150552,95043.28149,258,5685.640137,6,30.50847458,54,0,25.0060518,1033,2,148,31.16883117,24,140
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,295,1600,18.18181818,8,4.944405321,231.6369934,39.822922,116.283084,4,精装修,4,26000,75240.74648,502,924.4420166,3,27.11864407,48,4,30.30743161,1252,1,213,20.77922078,16,39
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,271,2400,30.3030303,12,8.20104858,372.0759888,39.822922,116.283084,4,精装修,2,55000,105040.0284,252,1984.030029,5,20.33898305,36,6,14.81481481,612,4,135,27.27272727,21,42
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,330,1400,15.15151515,7,9.253343257,417.4549866,39.822922,116.283084,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,295,800,6.060606061,4,4.663145698,219.5079956,39.822922,116.283084,3,中等装修,13,60000,82905.21239,487,2180.350098,3,41.24293785,73,5,48.31759864,1996,0,153,28.57142857,22,178
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,330,2400,30.3030303,12,3.162630496,154.8000031,39.822922,116.283084,3,中等装修,16,127000,100508.7968,386,952.210022,4,13.55932203,24,7,25.51440329,1054,0,184,46.75324675,36,44
总部基地,5,北京市,丰台,科技园区/总部基地,南四环西路188号,330,1200,12.12121212,6,15.59354785,690.8690186,39.822922,116.283084,2,简装修,5,180000,65203.34959,772,4051.590088,3,43.50282486,77,0,20.84241104,861,2,54,18.18181818,14,38
丰科万达广场,5,北京市,丰台,科技园区/总部基地,丰科路与五圈路交叉口,115,600,3.03030303,3,5.156074873,240.7649994,39.824297,116.298846,4,精装修,17,320000,64056.74262,821,3703.790039,1,28.24858757,50,0,33.40595497,1380,0,75,11.68831169,9,66
北京中铁大厦,5,北京市,丰台,科技园区/总部基地,汽车博物馆南路汽车博物馆东面,388,2000,24.24242424,10,6.110534839,281.9249878,39.828054,116.304139,4,精装修,12,29280,71669.10811,1578,3311.169922,3,49.71751412,88,18,55.09561849,2276,1,106,44.15584416,34,136
北京中铁大厦,5,北京市,丰台,科技园区/总部基地,汽车博物馆南路汽车博物馆东面,443,1600,18.18181818,8,20.16704928,888.0960083,39.828054,116.304139,5,豪华装修,6,150000,95715.87813,478,1165.98999,4,32.76836158,58,1,32.41345921,1339,1,168,14.28571429,11,59
诺德中心,5,北京市,丰台,科技园区/总部基地,南四环西路128号,205,2600,33.33333333,13,5.291568394,246.6080017,39.828994,116.298071,2,简装修,36,264000,98606.94771,215,1320.410034,5,38.4180791,68,2,29.24231421,1208,1,74,25.97402597,20,55
诺德中心,5,北京市,丰台,科技园区/总部基地,南四环西路128号,205,0,-6.060606061,,9.253343257,417.4549866,39.828994,116.298071,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
诺德中心,5,北京市,丰台,科技园区/总部基地,南四环西路128号,375,2800,36.36363636,14,8.139690512,369.4299927,39.828994,116.298071,3,中等装修,8,121828,97334.8242,301,844.6950073,2,52.54237288,93,1,22.87581699,945,2,32,51.94805195,40,89
时代财富天地,5,北京市,丰台,科技园区/总部基地,航丰路1号,345,1200,12.12121212,6,12.67110381,564.84198,39.831606,116.287354,4,精装修,3,17386,79496.21818,368,3870.209961,8,45.76271186,81,0,10.23965142,423,0,16,5.194805195,4,36
时代财富天地,5,北京市,丰台,科技园区/总部基地,航丰路1号,252,1400,15.15151515,7,18.20041085,803.2869873,39.831606,116.287354,2,简装修,2,33773,100213.1283,169,1450.609985,4,20.9039548,37,3,13.62866134,563,0,118,10.38961039,8,22
时代财富天地,5,北京市,丰台,科技园区/总部基地,航丰路1号,223,1400,15.15151515,7,12.67110381,564.84198,39.831606,116.287354,4,精装修,3,17386,79496.21818,368,3870.209961,8,45.76271186,81,0,10.23965142,423,0,16,5.194805195,4,36
天龙华鹤,5,北京市,丰台,科技园区/总部基地,百强大道10号,120,1600,18.18181818,8,6.139567826,283.177002,39.832379,116.292903,2,简装修,20,150000,101167.3373,1649,2313.729981,0,60.4519774,107,1,68.55482934,2832,9,144,57.14285714,44,272
昌宁大厦,5,北京市,丰台,科丰桥,星火路1号,227,1400,15.15151515,7,17.17988573,759.2780151,39.834512,116.285577,3,中等装修,4,44000,80665.80892,263,3723.699951,7,14.12429379,25,0,17.23553619,712,0,66,22.07792208,17,34
昌宁大厦,5,北京市,丰台,科丰桥,星火路1号,280,1400,15.15151515,7,6.832409275,313.0549927,39.834512,116.285577,1,毛坯,8,135000,93452.55621,231,1982.23999,6,23.72881356,42,0,13.91914791,575,3,29,9.090909091,7,38
远洋·自然新天地,5,北京市,丰台,马家堡,马家堡东路106号院-2,84,1000,9.090909091,5,6.35209543,292.3420105,39.8409,116.39012,2,简装修,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,80,1400,15.15151515,7,13.3343801,593.4450073,39.845398,116.426316,4,精装修,8,75150,91186.69686,110,2398.649902,6,25.42372881,45,1,6.802227064,281,1,31,3.896103896,3,24
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,333,800,6.060606061,4,10.967731,491.3859863,39.845398,116.426316,4,精装修,12,83945,101228.9779,216,3048.030029,5,57.62711864,102,0,10.33648027,427,7,43,18.18181818,14,50
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,80,1600,18.18181818,8,0.704194983,48.7827988,39.845398,116.426316,2,简装修,3,32000,84267.93296,126,3000.199951,2,18.6440678,33,0,10.55434519,436,2,92,20.77922078,16,16
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,151,1200,12.12121212,6,9.253343257,417.4549866,39.845398,116.426316,5,豪华装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,152,1600,18.18181818,8,11.36544597,508.5369873,39.845398,116.426316,4,精装修,18,108962,86184.93137,383,2034.459961,7,26.55367232,47,0,36.35923505,1502,0,134,49.35064935,38,172
扑满山,5,北京市,丰台,宋家庄,宋家庄路69号,152,1000,9.090909091,5,3.210585238,156.8679962,39.845398,116.426316,2,简装修,10,230000,64615.60733,720,3323.77002,1,22.03389831,39,0,33.74485597,1394,0,95,19.48051948,15,145
华人巨擘写字楼,3,北京市,朝阳,望京,香江北路8号,180,0,-6.060606061,,9.253343257,417.4549866,39.845785,116.261729,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
华人巨擘写字楼,3,北京市,朝阳,望京,香江北路8号,200,0,-6.060606061,,9.253343257,417.4549866,39.845785,116.261729,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
鑫福里5号创享空间,5,北京市,丰台,角门,临泓路鑫福里5号,120,1400,15.15151515,7,3.845083305,184.2299957,39.846488,116.392466,4,精装修,6,138000,95345.26977,613,2067.280029,0,24.29378531,43,4,21.35076253,882,11,80,14.28571429,11,37
鑫福里5号创享空间,5,北京市,丰台,角门,临泓路鑫福里5号,50,1000,9.090909091,5,11.56118545,516.9780273,39.846488,116.392466,4,精装修,0,149400,90905.79641,169,6616.410156,5,11.29943503,20,1,4.06681191,168,2,40,6.493506494,5,9
时代风帆大厦,5,北京市,丰台,角门,马家堡西路嘉园大社区时代风帆大厦,131,1600,18.18181818,8,5.917950162,273.6199951,39.846683,116.370104,5,豪华装修,8,120000,98504.29834,1484,3112.830078,0,31.63841808,56,4,34.83418059,1439,0,82,35.06493506,27,49
宝隆大厦,5,北京市,丰台,玉泉营,万柳桥甲3号,110,1200,12.12121212,6,10.89259878,488.1459961,39.850514,116.332717,3,中等装修,4,194635,77763.42268,647,2388.340088,4,38.4180791,68,1,20.18881627,834,3,69,19.48051948,15,26
北京111文创园,5,北京市,丰台,玉泉营,玉泉营111号,200,1600,18.18181818,8,9.279617026,418.5880127,39.852841,116.34495,4,精装修,4,150000,80776.7973,690,2279.320068,3,33.33333333,59,2,58.48462842,2416,0,92,51.94805195,40,136
北京111文创园,5,北京市,丰台,玉泉营,玉泉营111号,150,600,3.03030303,3,15.2572603,676.3670044,39.852841,116.34495,3,中等装修,2,600000,76635.22703,211,4657.089844,2,18.07909605,32,0,21.68966352,896,1,104,14.28571429,11,40
搜宝商务中心,5,北京市,丰台,马家堡,南三环西路16号,77,800,6.060606061,4,11.13399661,498.5559998,39.85511,116.368264,3,中等装修,6,200000,102724.1767,232,6215.379883,5,55.93220339,99,5,17.79230211,735,1,120,12.98701299,10,101
搜宝商务中心,5,北京市,丰台,马家堡,南三环西路16号,354,1400,15.15151515,7,17.17988573,759.2780151,39.85511,116.368264,3,中等装修,4,44000,80665.80892,263,3723.699951,7,14.12429379,25,0,17.23553619,712,0,66,22.07792208,17,34
搜宝商务中心,5,北京市,丰台,马家堡,南三环西路16号,77,1600,18.18181818,8,8.522054647,385.9190063,39.85511,116.368264,2,简装修,6,110000,78753.31863,489,3702.350098,2,32.76836158,58,0,49.01960784,2025,0,141,37.66233766,29,89
嘉业大厦,5,北京市,丰台,刘家窑,南三环东路辅路6号,137,1800,21.21212121,9,-1.62323E-08,18.4151993,39.857348,116.427974,5,豪华装修,6,218000,73126.94521,693,1005.299988,8,28.81355932,51,6,19.70467199,814,1,66,12.98701299,10,37
嘉业大厦,5,北京市,丰台,刘家窑,南三环东路辅路6号,130,1000,9.090909091,5,15.794735,699.5449829,39.857348,116.427974,5,豪华装修,8,63347,117622.2604,520,3236.73999,5,40.11299435,71,0,14.71798596,608,1,84,14.28571429,11,26
丰北路32号院,5,北京市,丰台,七里庄,北京市丰台区丰北路32号,36,2200,27.27272727,11,5.085649746,237.7279968,39.865322,116.298331,4,精装修,11,58944,100096.9712,1438,2826.02002,0,32.20338983,57,2,34.78576616,1437,0,39,58.44155844,45,37
瑞安大厦,3,北京市,朝阳,潘家园/十里河,东三环南路102,98,1000,9.090909091,5,13.39112414,595.8920288,39.865935,116.460522,4,精装修,3,55442,100432.0903,2016,2808.73999,0,16.38418079,29,2,57.83103365,2389,0,35,76.62337662,59,140
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,453,1000,9.090909091,5,17.586482,776.8120117,39.866192,116.305264,4,精装修,2,1300000,58095.85882,112,13749.5,6,15.81920904,28,0,3.510045994,145,0,57,12.98701299,10,13
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,214,1000,9.090909091,5,5.923005778,273.8380127,39.866192,116.305264,4,精装修,3,20000,82054.18103,537,1282,0,23.16384181,41,57,18.76059066,775,5,74,16.88311688,13,26
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,832,1200,12.12121212,6,10.70358503,479.9949951,39.866192,116.305264,4,精装修,2,16000,92665.07143,1178,1562.599976,2,53.67231638,95,1,73.39627209,3032,1,160,37.66233766,29,187
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,577,2800,36.36363636,14,7.301430784,333.2810059,39.866192,116.305264,4,精装修,6,70000,90825.25328,289,4747.859863,6,55.36723164,98,0,15.4926168,640,0,73,18.18181818,14,38
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,832,3000,39.39393939,15,1.192140725,69.8248978,39.866192,116.305264,2,简装修,2,4532,112876.6524,954,988.40802,6,23.72881356,42,0,64.63326071,2670,0,98,27.27272727,21,346
恒泰中心,5,北京市,丰台,丽泽桥,丰北路41号,693,1600,18.18181818,8,7.060589187,322.894989,39.866192,116.305264,3,中等装修,4,130000,100088.776,347,1303.040039,4,20.33898305,36,4,22.97264585,949,1,89,36.36363636,28,34
百荣嘉园大厦,1,北京市,东城,永定门,望陶园北200米,1406,1400,15.15151515,7,11.75367672,525.2789917,39.866864,116.389975,4,精装修,6,12000,116275.7814,213,2389.070068,7,36.15819209,64,5,21.64124909,894,0,46,9.090909091,7,61
中海地产广场,1,北京市,东城,其他,永定门西滨河路8号,336,1800,21.21212121,9,5.372080689,250.0800018,39.870434,116.389559,3,中等装修,6,26000,112422.5404,466,2693.560059,6,27.11864407,48,0,34.59210845,1429,0,70,27.27272727,21,155
中海地产广场,1,北京市,东城,其他,永定门西滨河路8号,336,2000,24.24242424,10,12.60842381,562.1389771,39.870434,116.389559,4,精装修,5,32430,75741.40104,209,4565.089844,2,18.6440678,33,0,20.74558218,857,0,102,14.28571429,11,36
中海地产广场,1,北京市,东城,其他,永定门西滨河路8号,392,1600,18.18181818,8,12.30413863,549.0170288,39.870434,116.389559,5,豪华装修,12,69871,83642.94595,398,2529.949951,7,12.99435028,23,0,38.77995643,1602,2,77,32.46753247,25,72
东四块玉南街32号,1,北京市,东城,天坛,东四块玉南街32号,120,1600,18.18181818,8,6.47527509,297.6539917,39.877466,116.425175,4,精装修,4,20000,73682.87129,969,3861.540039,3,42.37288136,75,0,50.78673445,2098,0,99,25.97402597,20,130
安衡大厦,1,北京市,东城,天坛,天坛东路72号,59,600,3.03030303,3,18.239531,804.973999,39.877718,116.421544,3,中等装修,5,128940,77492.47458,44,3525.77002,8,9.604519774,17,0,1.54926168,64,0,11,1.298701299,1,0
北京燕莎中心,3,北京市,朝阳,燕莎,亮马河路50号,92,1200,12.12121212,6,17.16513783,758.6420288,39.877932,116.487749,4,精装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
经济日报社,2,北京市,西城,其他,白纸坊东街2号,1600,1800,21.21212121,9,3.903635805,186.7550049,39.878068,116.372674,2,简装修,6,65000,98449.53109,318,323.7900085,2,37.28813559,66,2,17.40498669,719,2,34,37.66233766,29,51
东信商厦,2,北京市,西城,其他,广安门南城根街甲30号,90,1000,9.090909091,5,6.35209543,292.3420105,39.879531,116.350481,4,精装修,6,19741,102371.6475,211,1296.920044,7,12.99435028,23,1,11.90994916,492,0,97,29.87012987,23,43
东信商厦,2,北京市,西城,其他,广安门南城根街甲30号,441,2200,27.27272727,11,6.980053894,319.4219971,39.879531,116.350481,4,精装修,15,120000,99468.70556,1563,2516.959961,0,48.02259887,85,0,64.63326071,2670,7,77,44.15584416,34,111
东信商厦,2,北京市,西城,其他,广安门南城根街甲30号,61,800,6.060606061,4,9.670908456,435.4620056,39.879531,116.350481,3,中等装修,4,97103,78953.38793,411,3885.340088,8,46.89265537,83,0,14.18542726,586,0,20,5.194805195,4,50
富力摩根中心,2,北京市,西城,宣武,西城区太平街6号,160,1000,9.090909091,5,5.89749771,272.7380066,39.880294,116.388309,4,精装修,4,235000,93180.39516,1273,3214.939941,0,38.98305085,69,7,61.36528686,2535,0,118,20.77922078,16,112
富力摩根中心,2,北京市,西城,宣武,西城区太平街6号,205,1400,15.15151515,7,7.737592917,352.0899963,39.880294,116.388309,5,豪华装修,4,80000,121736.0188,348,2433.070068,6,37.28813559,66,0,15.25054466,630,2,180,22.07792208,17,50
富力摩根中心,2,北京市,西城,宣武,西城区太平街6号,165,1400,15.15151515,7,11.31106768,506.1919861,39.880294,116.388309,4,精装修,7,180266,116374.789,468,3474.800049,5,31.07344633,55,0,11.15952554,461,2,54,15.58441558,12,24
富力摩根中心,2,北京市,西城,宣武,西城区太平街6号,148,1200,12.12121212,6,7.633149603,347.5859985,39.880294,116.388309,4,精装修,4,3900,109497.3388,549,923.53302,7,30.50847458,54,1,45.14645364,1865,0,109,20.77922078,16,180
亚泰中心,2,北京市,西城,宣武,宣武门外平源里21号,110,2000,24.24242424,10,9.790424494,440.6159973,39.881127,116.373773,4,精装修,6,31000,64970.04545,266,6409.819824,3,9.604519774,17,0,12.80561607,529,4,57,9.090909091,7,44
贵都国际中心,2,北京市,西城,宣武,南滨河路27号,457,1400,15.15151515,7,8.892754214,401.9049988,39.881759,116.348228,2,简装修,0,8300,101037.3397,268,1120.930054,4,25.98870056,46,10,19.68046478,813,0,184,23.37662338,18,34
贵都国际中心,2,北京市,西城,宣武,南滨河路27号,276,1200,12.12121212,6,2.6547443,132.897995,39.881759,116.348228,3,中等装修,10,100000,69842.89,806,6006.720215,0,88.70056497,157,0,27.16049383,1122,0,184,32.46753247,25,36
贵都国际中心,2,北京市,西城,宣武,南滨河路27号,200,1000,9.090909091,5,22.90321544,1006.090027,39.881759,116.348228,4,精装修,12,97000,107069.5109,185,3427.350098,6,18.07909605,32,0,11.35318325,469,1,142,20.77922078,16,28
贵都国际中心,2,北京市,西城,宣武,南滨河路27号,135,1000,9.090909091,5,15.19727087,673.7800293,39.881759,116.348228,4,精装修,8,75150,72951.67073,112,3676.810059,2,13.55932203,24,0,6.414911644,265,2,62,3.896103896,3,17
翔龙大厦,1,北京市,东城,东单,龙潭路甲3号,497,1600,18.18181818,8,9.720950126,437.6199951,39.881874,116.43534,4,精装修,18,328204,102009.0474,195,1201.920044,7,10.73446328,19,1,12.1520213,502,1,123,22.07792208,17,47
银河大厦,5,北京市,丰台,六里桥,西三环南路乙6号,316,1000,9.090909091,5,12.51483407,558.1030273,39.882502,116.311512,4,精装修,9,150552,95043.28149,258,5685.640137,6,30.50847458,54,0,25.0060518,1033,2,148,31.16883117,24,140
银河大厦,5,北京市,丰台,六里桥,西三环南路乙6号,450,2600,33.33333333,13,6.980053894,319.4219971,39.882502,116.311512,5,豪华装修,15,120000,99468.70556,1563,2516.959961,0,48.02259887,85,0,64.63326071,2670,7,77,44.15584416,34,111
银河大厦,5,北京市,丰台,六里桥,西三环南路乙6号,55,1000,9.090909091,5,15.794735,699.5449829,39.882502,116.311512,2,简装修,8,63347,117622.2604,520,3236.73999,5,40.11299435,71,0,14.71798596,608,1,84,14.28571429,11,26
柯玛斯车间,1,北京市,东城,其他,龙潭路3号院,1050,2800,36.36363636,14,6.662132569,305.7120056,39.882806,116.435876,2,简装修,0,140000,95614.18206,1170,1170.890015,2,47.45762712,84,2,71.89542484,2970,0,118,15.58441558,12,130
柯玛斯车间,1,北京市,东城,其他,龙潭路3号院,69,1200,12.12121212,6,17.84786805,788.0839844,39.882806,116.435876,3,中等装修,4,19800,68815.94382,746,9739.200195,5,25.42372881,45,0,15.20213023,628,1,115,11.68831169,9,27
左安门内大街10号院,1,北京市,东城,其他,左安门内大街10号院,200,1000,9.090909091,5,27.31539009,1196.359985,39.882814,116.435852,5,豪华装修,4,17636,80323.68139,159,3331.090088,2,37.85310734,67,0,12.24885016,506,2,69,12.98701299,10,30
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,130,1200,12.12121212,6,19.64156256,865.4349976,39.883678,116.324618,3,中等装修,5,40000,65888.56962,306,2241.709961,1,37.28813559,66,1,13.023481,538,0,101,6.493506494,5,100
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,258,1200,12.12121212,6,23.88156041,1048.280029,39.883678,116.324618,2,简装修,4,21000,87184.47368,344,2283.73999,5,31.07344633,55,35,14.35487775,593,4,64,6.493506494,5,44
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,130,800,6.060606061,4,15.55741832,689.3109741,39.883678,116.324618,1,毛坯,0,14600,85901.65714,148,2932.620117,2,2.824858757,5,1,11.6194626,480,0,119,5.194805195,4,37
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,260,2600,33.33333333,13,11.34276718,507.5589905,39.883678,116.324618,1,毛坯,14,40000,99388.58896,183,983.6879883,7,7.344632768,13,2,15.34737352,634,0,80,44.15584416,34,37
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,128,1000,9.090909091,5,2.878982122,142.5679932,39.883678,116.324618,2,简装修,6,160000,98946.35955,372,266.82901,4,51.97740113,92,2,44.5412733,1840,0,198,36.36363636,28,105
华睦大厦,2,北京市,西城,宣武,马连道南街6号院,390,600,3.03030303,3,17.586482,776.8120117,39.883678,116.324618,4,精装修,2,1300000,58095.85882,112,13749.5,6,15.81920904,28,0,3.510045994,145,0,57,12.98701299,10,13
亿兴大厦,1,北京市,东城,光明楼,光明路13号,188,800,6.060606061,4,19.89671118,876.4379883,39.884782,116.435639,4,精装修,3,46623,63832.875,773,4512.660156,3,36.15819209,64,1,20.14040184,832,1,77,10.38961039,8,139
天玉大厦,1,北京市,东城,光明楼,光明路11号,390,800,6.060606061,4,17.586482,776.8120117,39.884877,116.436951,4,精装修,2,1300000,58095.85882,112,13749.5,6,15.81920904,28,0,3.510045994,145,0,57,12.98701299,10,13
天玉大厦,1,北京市,东城,光明楼,光明路11号,352,1600,18.18181818,8,2.538636945,127.8909988,39.884877,116.436951,4,精装修,8,100000,69872.92149,274,4539.049805,2,41.24293785,73,2,26.62793512,1100,1,121,24.67532468,19,41
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,209,1200,12.12121212,6,9.257262348,417.6239929,39.884899,116.4351,2,简装修,3,20000,100569.7639,803,3575.070068,0,43.50282486,77,60,19.48680707,805,0,169,15.58441558,12,33
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,197,1400,15.15151515,7,2.878982122,142.5679932,39.884899,116.4351,2,简装修,6,160000,98946.35955,372,266.82901,4,51.97740113,92,2,44.5412733,1840,0,198,36.36363636,28,105
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,383,4600,63.63636364,23,14.9015174,661.026001,39.884899,116.4351,3,中等装修,9,67635,112713.4068,354,2911.209961,5,18.07909605,32,1,19.80150085,818,0,33,75.32467532,58,84
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,375,0,-6.060606061,,17.16513783,758.6420288,39.884899,116.4351,4,精装修,3,151439,74861.7047,353,2103.159912,8,19.20903955,34,0,15.78310336,652,0,56,5.194805195,4,35
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,115,2800,36.36363636,14,7.301430784,333.2810059,39.884899,116.4351,4,精装修,6,70000,90825.25328,289,4747.859863,6,55.36723164,98,0,15.4926168,640,0,73,18.18181818,14,38
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,210,1600,18.18181818,8,9.720950126,437.6199951,39.884899,116.4351,3,中等装修,18,328204,102009.0474,195,1201.920044,7,10.73446328,19,1,12.1520213,502,1,123,22.07792208,17,47
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,973,2400,30.3030303,12,9.781659258,440.2380066,39.884899,116.4351,4,精装修,4,17246,111225.994,345,2648.919922,5,42.37288136,75,0,24.18300654,999,2,121,19.48051948,15,49
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,2713,2400,30.3030303,12,9.324789199,420.5360107,39.884899,116.4351,2,简装修,8,61941,126813.6116,206,1819.920044,6,16.94915254,30,2,11.11111111,459,1,185,7.792207792,6,58
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,1300,3000,39.39393939,15,8.643240086,391.144989,39.884899,116.4351,4,精装修,10,48000,87450.92958,433,2101.840088,7,31.63841808,56,0,43.1372549,1782,0,150,49.35064935,38,176
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,98,1000,9.090909091,5,15.19464965,673.6669922,39.884899,116.4351,4,精装修,6,200000,100407.6354,656,1957.140015,7,15.25423729,27,0,58.46042121,2415,0,193,37.66233766,29,126
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,425,1400,15.15151515,7,26.31455102,1153.199951,39.884899,116.4351,4,精装修,8,120000,92251.60142,519,1316.25,3,27.68361582,49,1,37.56959574,1552,1,138,9.090909091,7,70
德必WE”国际文化创意中心（龙潭）,1,北京市,东城,其他,光明西街1号,225,1400,15.15151515,7,9.253343257,417.4549866,39.884899,116.4351,4,精装修,12,700000,81636.76154,607,3379.889893,7,63.27683616,112,1,60.37279109,2494,0,21,51.94805195,40,51
富顿中心,3,北京市,朝阳,双井/劲松,东三环南路辅路58号,226,2400,30.3030303,12,5.963169042,275.5700073,39.885257,116.462619,1,毛坯,36,150000,102850.7033,902,521.8900146,2,31.63841808,56,11,50.06051803,2068,1,53,63.63636364,49,154
富顿中心,3,北京市,朝阳,双井/劲松,东三环南路辅路58号,220,1200,12.12121212,6,5.033984674,235.5,39.885257,116.462619,4,精装修,20,280000,98925.1387,304,766.2639771,2,54.23728814,96,1,22.68215928,937,1,30,58.44155844,45,101
